full_text,label
@DjolaFix @AmbrosiusJunius @Manse_Mangat @albert_morafia @abangGionih @lux_mundi @OrangUluBorneo Kalau dibangun setidaknya prioritaskan warga penduduk asli baru ke luar. Kan itu tanah leluhur mereka yang turun temurun dan diolah tp terpaksa harus digusur,Neutral
Ya apalagi dengan ketambahan IKN kan,Negative
@dewapuci wkwkwk gni amat pencebok IKN,Negative
@JhonSitorus_18 Sabar OM LEMBONG YG PUnya IDE IKN AKAN SEGERA DI TANGKAP,Negative
CEK FAKTA: Gempa Megathrust Buat Takuti Warga agar Mau Pindah ke IKN? https://t.co/LHDNubSK9Y,Negative
@Fro_35 @piyopikavet Sebenarnya aku gak ada mau giring opini kalau IKN gak berpengaruh kok cuma mau ngasih tau orang yang belum tau kalo masalah ini udah ada sejak lama aja dan kemungkinan bisa tambah parah karena adanya IKN,Negative
@Intel_Imut IKN bakalan jadi Kota mati berapa kerugian negara?,Negative
Siapa yang akan naik itu kereta .. maaaliiiih ! ... IKN masih sepiiii woi! . . . otak mana otak ... otak .. . . . . .,Negative
Pimky bibi the Murshad of ikn &amp,Neutral
Menteri BUMN Apresiasi Gerak Cepat PLN Hadirkan Energi Bersih di IKN https://t.co/WASGPjG9DS,Positive
@tham878 800 M mah seupil Tu yg korupsi 271 T buat bangun IKN masih nyisa,Negative
@KompasTV Kpk sekarang ada dibawah presiden emang kpk punya nyali bisa2 pegawainya di mutasi ke ikn,Negative
Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal (BKPM) Bahlil Lahadalia memberikan kabar terbaru terkait Sukanto Tanoto konglomerat Nasional yang akan berinvestasi ke Ibu Kota Nusantara (IKN). Baca di https://t.co/V6qcU0aFyJ https://t.co/rR5AqDuS8U,Neutral
@RicKY_KCh kan di indo mah dari presidenya sanpe mentrinya pada muka badak ....dan mentri di konoha yg ga jujur di piara ... apa lg yg kmren mntri yg di ksh tulang ..lngsng ga ada suaranya ..yg tdinya kritik food estate dan ikn ...,Negative
@jokowi Kirain di IKN eh ternyata di Mandalika,Neutral
PTPP berkomitmen untuk selalu mengedepankan safety dan kualitas pekerjaan serta optimis dalam menyelesaikan proyek-proyek yang telah di amanahkan di IKN terutama proyek Lapangan Upacara &amp,Positive
@CNNIndonesia Solusinya nanti klau IKN sudah siap sebagian orang pemerintahan dari kementerian lembaga dan komisi di pindahkan kesana Jakarta hanya fokus bisnis saja,Positive
Mengenai kebijakan merugikan negara apakah IKN termasuk?,Neutral
@CNNIndonesia Bilang aja ke rakyat tolong pinjamkan negara uang soalnya kita butuh buat bangun ikn dan jalan tol duitnya sudah habis kami korupsi,Negative
Gabut. Bangun IKN aja️️ https://t.co/8IB2Dwvbgu,Neutral
@tekarok007 Pak Jokowi itu kuat datanya... Kalau ditanya kapan mau pindah ke IKN pasti jawabnya secepatnya eh 2 bulan kemudian pindah rumah aja ribet apalagi pindah Ibukota. Saya punya 11.000 T di kantong saya... Eh ambilnya dari Hutang... Hampir 11 rb T.,Neutral
@itsquaileggs Ini kita demo yu sblm pada kabur ke ikn,Negative
@ekokuntadhi1 Pilkada . . . pengalihan isu karena sudah gak ada lagi yg ngomong lagi soal IKN . . .fufufafa dll dst dsb dkk,Negative
@diedsputnik @lo__oml widih warga ikn,Neutral
@jokowi IKN apakabar?,Neutral
@IInayaturahmah @Dennysiregar7 Yang jelas mbah Wowo ogah2an melanjutkan IKN juga Wowo tidak suka tinggal di IKN minim penghormatan dan minim fasilitas / hiburan.,Negative
Indonesia juga mengundang Singapura untuk menjadi pengembang tiga kawasan industri produk halal yaitu di Bintan Serang dan Sidoarjo. https://t.co/mZt5A7Nx7L,Neutral
Bahlil Kebut Investasi IKN Pascapemilu Segera Temui Presiden Jokowi Demi Sukanto Tanoto https://t.co/7xqy6fD3VN,Neutral
@tanyakanrl buat bayarin biaya hidup pejabat dan keluargannya kak serta uang pensiun mereka sebgian buat bangun ikn sama ngekunasin hutan ada sisaan masuk kantong buat duang bensin hummer,Negative
@sofiesyarief Sofie pasti nolak ikn.,Negative
@RTPVX_ Gila ya 20% apbn buat pendidikan diapain yak lebih milih bangun ikn plus bansos demi putra mahkota,Negative
@laskar16295 Terus china minta imbalan tol ikn dan sawah padi.,Negative
@ARSIPAJA Kayaknya dia kecewa bangunan di IKN gak sesuai ekspektasi,Negative
@TeddGus @gomez_siahaan Yg punya ide dan yg buat jkw... Knp yg suruh ttd prabowo tedd???? Seolah olah yg nyuruh pindah kan prabowo tedd krn nanti yg ttd Prabowo... Mau cuci tangan ya jkw atas kegagalannya menyelesaikan ikn dan buang2 apbn??? Hahahaha,Neutral
@_zhyme Sentral itu IkN bukan jakarta lagi Liat aja tahun depan Jakarta pun dekat pemerintahan pusat Masih di kendalikan pemerintahan pusat Focus jakarta jateng di sisir Utara selatan timur barat Bendera pak prabowo dan pak jokowi dan koalisi naik.. Besok,Neutral
@JhonSitorus_18 Yang bangun IKN rugiin negara ratusan trilyun harusnya digantung dong,Neutral
Gelar Puncak Perayaan HUT ke-46 di IKN AMPI Undang Ketua Umum Golkar Airlangga Hartarto https://t.co/ruWWfLBmho,Neutral
@alanisgracelina Emng ikn dah tggelam ajir,Negative
BANGUN PATUNG JOKOWI DI IKN ? DAJJAL ! https://t.co/idJc9kIFOB,Negative
Upacara Adat Khas Kaltim Tradisi Penuh Makna di IKN https://t.co/qaK6mBL94G,Neutral
@Srik4ndiMuslim2 Haiiaaah bego!! Katarak dan buta huruf ya. Ga lihat IKN spt apa,Negative
@tempodotco SMK IKN .. Byk proyek pencitraan,Negative
Asli mulyono bikin ikn ratusan M merugikan rakyat aman aman aja Bazeeng,Negative
Meski Kereta tanpa Rel di IKN Kaltim Gagal Berfungsi Otonom Bina Marga tak akan Ubah Desain Jalan https://t.co/i9zbahBcdO lewat @tribunkaltim,Negative
@5teV3n_Pe9eL Sukanya lah dinasti Dajjal terserah. Doaku cuman: nanti di kubur jangan menyesal. Oya semoga IKN mangkrak kalo pun jadi semoga cepat rusak dan hancur.,Negative
Cecunguk. Bahlil Siapkan Lahan untuk Konglomerat Sukanto Tanoto di IKN Klik untuk baca: https://t.co/4J3csStKNv Kompascom+ baca berita tanpa iklan: https://t.co/yFI6t5wAMX Download aplikasi: https://t.co/ChWhlAiz4m https://t.co/4J3csStKNv,Neutral
@geloraco Piye toh kok wajah IKN tambah gurem belum berubah kayak Jakarta.,Negative
@footballinanews Mudah-mudahan IKN ada stadion bagus gak kek gbk rumput jelek https://t.co/5fBajaErYb,Positive
@Hasbil_Lbs @aniesbaswedan Terus ketumnya yang kritik IKN itu gimana ceritannya kok sudah dibarisan Jokowi sekarang ?,Negative
Oh from IKN raden anak king,Negative
PKT telah menanam 2.500 bibit pohon yang dilakukan di dua lokasi yaitu kawasan IKN Sungai Seluang di Samboja Kutai Kartanegara sebanyak 1.600 bibit dan di sekitar Pupuk Kaltim sebanyak 900 bibit dengan tema Kartini Bertani . Program ini merupakan bagian dari inisiatif https://t.co/R9Hbh3cBXV,Positive
@StefanAntonio__ Itulah salahnya Jokowi Presiden kan dilantik oleh MPR MPR gedungnya ada di Jakarta di IKN masih belum ada gedungnya.,Neutral
Dukung IKN,Positive
@dikatogetoge 2 are di ikn,Neutral
@elisa_jkt Setiap hari adalah hari kebalikan di IKN,Neutral
@howlydei @megatKT @asumsico Ya bikin skema hutang baru (jual SBN kan bisa). Itu IKN dan Bansos waktu Covid ya sebagian besar dari SBN jangka panjang (ada yg tenor 50 tahun). Cuma kendalanya tingkat fraud (kejahatan) keuangan di Indonesia ini sangat tingg,Negative
@dewiirawan13 Saya korban pilkada jakarta Tertipu dengan gayanya yg merakyat blusukan dari gorong2 yg satu hingga gorong2 yg lain Entah gorong2 yg mana belum dijamah mungkin gorong2 IKN yg jadi target selanjutnya...,Negative
@4alif Disimpen buat IKN,Neutral
@HisyamMochtar gaada apa-apa dibanding kasus bansos pemilu dan proyek sampah IKN yg hampir menyentuh 500 T itu,Negative
Repost from @kementerian.atrbpn Proses pembangunan Ibu Kota Nusantara (IKN) terus berjalan. Di samping fokus melakukan pembangunan infrastruktur dan fasilitas di wilayah IKN ini pemerintah tengah berupaya menarik investasi dari dalam maupun luar negeri. Berkaitan dengan upaya https://t.co/f8u0iPjbx1,Neutral
@ekky1995 - Politik dinasti jokowi - seragam coklat - cawe-cawe presiden - utang ribuan triliun - IKN Para penjilat para penerima bansos PSI para buzzer projo maniak jubir istana manusia IQ 78 rakyat 58% LGBT dll. pasti akan langsung marah-marah jika ada,Negative
@tvOneNews Ikn Dan food estate dipaksakan bisa di cek siapa sj yg punya lahan disitu siapa sj yg mendapatkan proyeknya ini adalah transaksi yg dimulai dgn yg namanya konsolidasi yg mengatasnamakan keutuhan negara. Silakan cek n ricek akan paham.,Negative
Prabowo tak Singgung IKN pada Pidato Pelantikan Presiden Respons Anggota DPRD Kaltim https://t.co/KTzgie7Fw2 lewat @tribunkaltim,Neutral
@Tan_Mar3M Klo IKN negara untung apa rugi?,Positive
@tempodotco Pertanda IKN akan Mangkrak,Negative
@mbienyambay2 Lagi Nunggu KASUS MEGA KORUPSI FOOD ESTATE PENGADAAN ALAUTSISTA BEKAS DAN MEGA KORUPSI IKN. Yg Pasti NILAI NYA JAUH LEBIH BESAR DARI KASUS KORUPSI TIMAH DI BABEL.,Negative
@ekky1995 ada berbagai penyebab yang bisa bunuh pesut dari dulu kala belum diatasi pun yang disalahin ikn yang baru beberapa hari,Negative
@gilang_ahm31272 Hidup IKN Hidup Kalimantan!,Positive
@AndrewsTjan Prediksi ku RK bakal ditarik jadi kepala otorita IKN menggantikan pak bas yg udah pngn pensiun,Neutral
@Aryprasetyo85 Rakyat di Rempang Dolok IKN dll hidup di daerah terpencil sehingga tdk terpikirkan akan ada pembangunan. Dan mrk menghuni tanah tsb secara turun temurun. Oleh sebab itu tdk terpikirkan utk membuat Sertifikat Hak Milik ditambah biayanya yg s,Negative
@kompascom Kalo gak ada anggaran kenapa bangun gedung2 ikn dibangun? Lebih penting mana bangun gedung ikn daripada backup data2 kementrian di indonesia ini?,Negative
Ikn semakin pesat pembangunannya https://t.co/xp6ohlCC6u,Positive
@logika_saia @mohmahfudmd bukan utk bayar utang..tapi utk IKN dan sumber dana makan gratis.. jdi yg jelas BU banget..,Negative
@alisyarief Forum bersama IKN. Wek wek wek...,Negative
Gimana kalau zb1 konsernya di IKN aja biar deket ih,Neutral
@FirzaHusainID Dari video itu apa buktinya kalo itu jalan menuju IKN??? Bisa saja truk jalan amblas diambil di daerah antah barantah. Hahaha,Negative
Prosesi Perpindahan Ibu Kota dari Jakarta ke IKN pada Agustus 2024 https://t.co/2iRQp0eD8U,Neutral
@hnurwahid ibukota RI = Jakarta IKN apa itu ??? Indonesia bukan Nusantara Boss gunakan otak oiii,Neutral
@dyingmagnolia_ @MrxStaein52986 @UGM_FESS karena orangnya kurang kak. kalo dari sisi investor gaada timbal balik yang mungkin didapat kalo bangun ini itu di wilayah sekitar ikn (penajam paser kukar) karena orangnya terlalu dikit. dengan adanya ikn yang me,Positive
Ada beberapa aspek yg dinilai : - animal welfare - potensi sumber daya untuk kehidupan manusia di sana - ekologis dll. Dan tebak apa? Tim audit tersebut mengeluarkan hasil bahwa IKN ini tidak layak dibangun,Negative
ini gw harus nabung biar bisa ke IKN dua sahabat gw praspa anjinggggg,Negative
#SobatBUMN PT WIJAYA KARYA (Persero) Tbk berkolaborasi bersama PT Pembangunan Perumahan (PTPP) dan PT Adhi Karya (Persero) Tbk selenggarakan pasar sembako murah dalam rangkaian Safari Ramadhan BUMN 2024 di IKN Kalimantan Timur. Gelaran pasar sembako murah ini menyediakan,Neutral
Lagi² 9 NAGA dibelakang @Jokowi @Prabowo @gibran_tweet para Oligarki &amp,Neutral
@Fri_beyou6 @__airu___ @hrdbacot @GNFI Smnjak mulai ada ikn agak2 dah kak pdhal polisi patroli terus disini tetap bnyak org ndak beresnya kgn jaman 4-5 tahun lalu,Neutral
@AgungHa05086506 @dtono88 @M45Broo_ Yg penting dia penipu fakta dlm saku ada 11 T mana duidnya dikorup??? Dasr cebong dongk! Bela2 siplanga plongo ngk ada kwalitas sama sekali bikin ngra terlilit hutang coba tuh audit ikn jgn2 sarang koropsi disana,Negative
Karena jadi AGAK banyak yang liat twt ini dan aku gak bisa edit twt nya aku mau ralat dikit soal ketikan ku ya Maaf banget Aku gak bilang IKN bukan salah satu faktor yaa https://t.co/tcsstJp7sj,Negative
@oddatler IKN by,Neutral
@ferrykoto Makanya itu bunga 5% mah emg niat ngerampok duit kelas menengah palingan duit diputer dibeliin surat utang negara biar bisa ngutang lagi bangun IKN,Negative
@hotradero Kalau jadi ya paling Indonesia antisipasi dengan perbaikan infrastruktur kepelabuhanan di Natuna dan juga daerah di Kalimantan Barat misalnya pada pelabuhan Kijing lalu dari Kijing terkoneksi secara baik ke IKN. Dari IKN terkoneksi ke rencana t,Positive
@BosPurwa Dahlah usut aja itu IKN. Udah pasti ngerugiin masyarakat. Seret semua pejabat.,Negative
@TukangQc @zy_zy_its_me Mobil ghoib esemka khusus utk para pejabat ghoib di ikn nanti.,Negative
kalo emg IKN ini simbol pemerataan pembangunan dari segi mana yg rata? ini cuma mindahin. bahkan daerah Kalimantan yg lain (di luar daerah IKN) ga dapet apa2. org Sumatra Papua dapet apa dari IKN? IKN kan proyek nasional skala besar. tp yg dpet manfaatnya cm itu2 aja.,Negative
@CNNIndonesia Itu kota memang layak pindah di IKN.... Masih sejuk ...banyak juga pohonya... Kota moderen Yang di kelilingi...hutan,Positive
@NarasiNewsroom Tenang... sebentar lg dibayarin negara... IKN Kereta Cepat Food Estate I Food Estate II Subsidi Kendaraan Listrik Penghapusan Pajak Penghapusan Bea Barang Import Mewah aja ditanggung...,Negative
@DokterTifa jadi inget foto2 yg disawah ke IKN hanya demi 1 foto di meja kerja,Neutral
@CNNIndonesia Katanya Kerja..kerja..kerja.. koq dibagi duit? Mana Lapangan kerjanya? Loq dikasih Aseng? Katanya Utangnya gede.. koq bagi2 duit? Knp ga bagi2 utang? Katanya Bangsa bermartabat koq dididik mental pengemis?? Katanya APBN defisit..,Neutral
https://t.co/pABNrYsmdF Mungkinkah Robot Akan Menggantikan Manusia di IKN? Ini Kata Kepala Otorita #BANSOSLANJUT3 #Politik #Fahri #Pemilu2024AmanDamai,Neutral
@tempodotco Rupanya di IKN ini pryeknya dikuasai oleh sipit semua..waaah luar biasa!,Negative
@uyeyeyeee @worksfess ini liat yg jumlah pendaftar dimanasih?? infoo ikn,Neutral
@5teV3n_Pe9eL @MandiriWor50657 Jika benar 02 menang mutlak disekitar IKN maka kalau tanah2 masyarakat sekitar IKN dirampas oleh rezim ini. Kata yang tepat untuk masyarakat sekitar IKN adalah: NIKMATIN HASIL PILIHANMU..SELAMAT DIUSIR...DARI KAMPUNG HALAMAN,Negative
@AgusYudhoyono Dgr2 pak menteri mau kunjungan ke ikn.jgn lupa melihat2 suasana hutan gundul dsn sambil putar video ini pak..kyknya pas.Apakah bpk tdk ada sdkitpun rasa malu mnjilat ludah sndiri?? https://t.co/GugWC3SBcJ,Negative
Temukan MENSBATIK - IKN 7 - batik pria - kemeja batik - batik pria lengan panjang - batik pria modern - batik anak muda seharga Rp295.000. Dapatkan sekarang juga di Shopee! https://t.co/l8bh8NsKm0 #ShopeeID #Shopee #Twitter,Neutral
Heboh! Presiden Jokowi Reshuffle Kabinet di IKN Istana: Tidak Benar! https://t.co/lbvGTvTxVf,Neutral
@papa_loren Kelanjutan pembangunan IKN. Krn perlu dana segar utk itu.,Neutral
@psi_id Pembangunan merata bangun kota2 daerah yg sudah ada ️️️ Pembangunan merata bangun ikn ️️️ https://t.co/t7IC1G5XSu,Neutral
Tetap memperhatikan pelestarian lingkungan dalam upaya melanjutkan pembangunan IKN. Ganjar Mahfud presiden rakyat. #GanjarMahfud2024 #ganjarpresidenrakyat #3GASPOL https://t.co/kuy5cFcx4x,Positive
@Kallista_48 @vvotanet Bole tuh di IKN asal disponsorin aja..,Neutral
IKN gak tutup a?,Negative
@SiapaAk13719019 @Kanseulir Udah ke IKN belum... Coba buka Yutube soal IKN. Liat deh mangkrak ato nggak ..,Neutral
@Kenikir27 @P4P4B0W0_2024 @Ndons_Back @An4Julie @are_inismyname @Bank_Joee_ @BANGSAygSUJUD @BabehAldoAje135 @yosephrosario_ @JordanMihaf @Royan_02 Ya sianis dan imin kan tolak ikn dan hilirisasi,Negative
Pemilik burj Khalifah tertarik investasi di ikn https://t.co/wJ7S0ABdmk,Positive
@SiaranBolaLive @makanbolaID Nanti dibikinin rumah &amp,Neutral
di ikn udh ada apa yah kira kira?,Neutral
IKN Langkah Nyata Wujudkan Kemajuan Indonesia https://t.co/g3Q5mtGAW9,Positive
@zy_zy_its_me 10 thn memimpin kok bs kecolongan 300T. Korupsi nya lbh ngeri jaman pemerintahan SBY. Berkat buzzer2nya smua di kamuflase seoalah2 pemimpin yg baik. Dulu simbol korupsi SBY cm hambalang..Skrg ada yg lebih prestisius yaitu IKN nantinya. Ngeri,Negative
@surakartans1923 @PSSI isine munyuk IKN og kui,Negative
@AndiSinulingga @msaid_didu semua pembangunan tanpa riset dan study yg cukup pasti tidak punya masa depan... kereta cepat bandara IKN food estate dll adalah contoh kerjaan yg konyol..,Negative
Pembangunan Rumah Dinas untuk Menteri di IKN Rampung Akhir 2024 Hanya Ada 36 Unit https://t.co/Jn5k1yRFCU via @tribunnews,Neutral
@LULUSAN_SD_ Seharusnya pendukung 02 yg 58% dan juga ASN lembaga yudikatif legislatif urunan bantu pak Wiwi wujudkan IKN ok gas....ok gas!,Negative
@kumparan Gak usaaahhhh. Mending batalin aja agenda kenaikan PPN makan siang gratis sama pembangunan IKN.,Negative
@KangManto123 Mukanya culun tapi ...dahsyat juga ...hmpir separo lbh anggaran IKN dia sendiri yg nyelamatkan,Negative
@HarfikaSanjaya @kpertiwi29 @madHink @owlnight11110 @BuruhSiluman Termasuk rencana ikn gan? Hehehe,Neutral
Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional (ATR/BPN) Agus Harimurti Yudhoyono (AHY) menyatakan kesiapannya untuk pindah ke Ibu Kota Nusantara (IKN). | #AHY #IKN https://t.co/a8cPaw6vZA,Neutral
@herry76 @nung_306 apa lah ikn tu untuk orang² tertentu yang boleh disana anis mikir untuk bisa digunakan semua rakyat indo tapi masi ada yang mikir tolol kek lu,Negative
Alhamdulillah Hermina bangun RS di IKN *malah salah fokus *jaga2 gan,Positive
@lazza1922 @eriemrn @StefanAntonio__ Blm dilantik aja udh ngeralat makan siang gratis nya... IKN muahal pak..,Negative
@StefanAntonio__ Pa prab eneg liat artis2 penjilat yg staycation di ikn.,Negative
@cumamaujbjb @suryant82779518 @diabara_ @KompasTV Gampang banget tolal tolol ya. Wkwkwk. Klo konsepnya merugikan negara = korupsi prabowo dah rugikan negara babat hutan kalimantan buat proyek gagal food estate. Jokowi apalagi beban kereta cepat sangat mer,Negative
@Boediantar4 Tenang mas Pemerintah masih kurang dana beresin IKN... https://t.co/epSR2VrN0F,Neutral
Influncer dibayar difasilitasi so hanya akan menyampaikan hal2 yg positif saja ttg IKN. https://t.co/aDbS0ybCwF,Positive
@FaiqHusaen81683 @__LOVE_AG4EVER @jokowi prabowo pasti prioritas kan proyek makan siang gratis akibat nya IKN jadi Hambalang jilid 2 mas https://t.co/IqjVgTdAmA,Neutral
@gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @sigitbudic @SantorinisSun Udah lah Jokowi nggak usah alasan lagi soal IKN rakyat udah nggak peduli.,Negative
@MrxStaein52986 @UGM_FESS padahal di sini produksi tambangnya paling besar di Indonesia tapi hasilnya gapernah ke masyarakat sekitar. Sebenernya ya gausah dari sisi investor pemerintahnya yang ga pernah perhatiin kota2 di kalimantan. ,Negative
@RagilSemar Yg paling berbahaya adalah mereka ini gapeduli apaitu F* IKN mereka berangkat cuma pikirin Exposure dan duit.,Negative
@akurossa_rossa Keren betul! Pembangunan IKN bisa berjalan dengan semestinya,Positive
@tempodotco barter invest di IKN? klo gini mah tetep aja duit dr pajak rakyat yg disedooot membagongkaan tenan!,Negative
Dukung Investasi IKN AHY: Kita Tak Ingin Habis-habisan di APBN https://t.co/UO1VJK0zRX #TempoBisnis,Neutral
